energy,zcr,spec_cent,mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,chroma_mean_0,chroma_mean_1,chroma_mean_2,chroma_mean_3,chroma_mean_4,chroma_mean_5,chroma_mean_6,chroma_mean_7,chroma_mean_8,chroma_mean_9,chroma_mean_10,chroma_mean_11,chroma_std_0,chroma_std_1,chroma_std_2,chroma_std_3,chroma_std_4,chroma_std_5,chroma_std_6,chroma_std_7,chroma_std_8,chroma_std_9,chroma_std_10,chroma_std_11,contrast_mean_0,contrast_mean_1,contrast_mean_2,contrast_mean_3,contrast_mean_4,contrast_mean_5,contrast_mean_6,contrast_std_0,contrast_std_1,contrast_std_2,contrast_std_3,contrast_std_4,contrast_std_5,contrast_std_6,tempo_mean,tempo_std,label
8.45E-12,0.0109375,1296.952852,-1098.850708,41.0608139,29.52416611,18.35120201,12.54468822,11.81302929,12.17459297,10.18591499,5.529470444,0.195693448,-3.857959747,-5.884826183,-5.916366577,0.697101951,0.942223668,0.969041944,0.398444176,0.218867064,0.209761783,0.270348459,0.370458782,0.604716301,0.664951444,0.565039873,0.553959191,0.187718704,0.053291958,0.045556743,0.094652958,0.079630442,0.069580942,0.086036094,0.081106231,0.050861511,0.097802579,0.223398417,0.22887069,14.61791132,10.56556201,11.26194036,18.77259272,24.7071272,7.414531433,6.475383619,4.639233418,2.636503947,1.932079716,3.137123021,10.51131996,8.281836238,5.130742125,125,0,0
1.28E-11,0.013964844,991.9783264,-1099.756104,41.79346466,33.81362915,22.80622864,11.36396313,1.78853476,-4.563811779,-7.518361568,-7.870562077,-6.882634163,-5.735350132,-5.15340662,-5.305773258,0.09105619,0.072209038,0.0826848,0.209668398,0.742180347,0.827254772,0.682688773,0.644141793,0.318193555,0.158936888,0.16216445,0.156240195,0.078249067,0.07472904,0.081974126,0.127727538,0.169406608,0.118582666,0.280568331,0.3558245,0.087540954,0.08715526,0.119220719,0.1012109,11.94564555,10.54138399,18.21719763,17.601503,18.3765355,13.22565758,8.394636981,4.173644399,2.694847614,4.529642796,3.720969586,8.040078335,10.95849622,9.096914758,126.0480183,0,0
7.18E-11,0.008886719,749.943329,-1076.183105,71.62226105,55.36167145,36.08492279,19.80288696,8.735883713,1.918430328,-2.255679131,-4.45758009,-4.793717861,-3.714902163,-1.982680082,-0.004055405,0.2047894,0.24084799,0.379659027,0.62920624,0.953421891,0.724888027,0.605080783,0.621706665,0.614446938,0.763632178,0.541332245,0.256734967,0.07104034,0.06514392,0.056577686,0.077174865,0.068242773,0.154093802,0.204379335,0.153814271,0.189044639,0.160592943,0.032135166,0.049680036,9.227539363,10.00962558,13.75662857,15.40354504,20.64417461,10.5610208,9.276283971,3.46412669,2.196156206,2.252102422,2.814617221,4.242132015,5.578798841,5.628121206,125,0,0
3.38E-12,0.015625,1101.094753,-1110.076416,27.80944252,21.90303802,14.68860817,8.283425331,3.749665737,1.202488661,0.38384214,1.091061831,3.141731977,5.918326378,8.067998886,8.045370102,0.306252033,0.231207013,0.180343464,0.166365892,0.281855881,1,0.682220578,0.367842734,0.518247902,0.728079915,0.661075413,0.493867874,0.121096805,0.121772036,0.091258697,0.077179261,0.122439198,0,0.079932816,0.088965967,0.060005903,0.151936635,0.116063781,0.09832824,20.88619005,13.57428696,15.05425706,19.61139776,18.19521844,11.68364828,7.468617401,4.624804802,4.10731653,1.503628111,3.035178076,1.309475118,6.364323205,6.312193428,126.0480183,0,0
2.82E-11,0.00546875,2182.529997,-1099.903931,41.88412476,35.13536835,26.84592247,19.51704407,14.30218792,10.858284,8.137505531,5.33163929,2.322566509,-0.44975704,-2.405665159,-3.229569912,0.093239859,0.149738476,0.257765532,0.389525175,0.696440935,0.994762242,0.840284169,0.617074609,0.337305158,0.160820946,0.093004242,0.077151574,0.072473742,0.084773079,0.103062883,0.092481174,0.035797518,0.010475611,0.098580554,0.179777443,0.162303194,0.1423271,0.094217919,0.074560739,22.46158946,13.31473506,10.92839639,10.65227101,12.71484063,5.097172435,5.393280326,5.680576398,4.294504115,4.518053719,7.694244097,11.94146703,4.490319476,3.816334016,126.0480183,0,0
2.31E-11,0.011230469,1019.479203,-1107.921997,32.1942749,29.55506897,25.82928848,21.52857399,16.89295769,12.01722813,7.064589024,2.30200243,-2.019637585,-5.720454216,-8.606221199,-10.42245674,0.05750221,0.092948772,0.168760732,0.302810103,0.632257879,1,0.739659429,0.383445024,0.182261556,0.089225926,0.050756522,0.044299118,0.053250924,0.063903496,0.093849547,0.122393362,0.102355883,0,0.094782479,0.142746627,0.099906206,0.083583817,0.055091098,0.04755776,16.43525211,11.37563812,18.65710702,18.4186514,19.49084727,9.240489638,7.253970239,9.208768234,7.144040585,7.00637986,10.71562011,11.9237764,9.252050774,6.280680182,126.0480183,0,0
6.99E-12,0.009179688,1474.071083,-1106.953369,32.9826889,28.68787193,22.58607864,15.89610291,9.741540909,4.849126816,1.424400806,-0.770468295,-2.196000338,-3.283512831,-4.262447357,-5.128786087,0.777759194,0.967374325,0.497733176,0.222823888,0.239686936,0.332523674,0.301731467,0.277642667,0.467206568,0.61499542,0.838770211,0.696926892,0.132869869,0.065251328,0.241332203,0.224459901,0.220850512,0.268522531,0.263142169,0.196417585,0.178387463,0.105971701,0.050028905,0.144367248,13.02566792,10.20384243,16.64240147,18.93553191,14.56481486,8.603967064,7.850038842,5.284317076,1.627452568,5.29022823,8.53110397,11.77812589,9.933465327,8.599045738,126.0480183,0,1
1.39E-11,0.006445313,647.5111168,-1101.214111,41.08395767,36.64767456,30.05191422,22.3163662,14.56047058,7.789156914,2.719466686,-0.318524092,-1.393529773,-0.905115962,0.541264415,2.284755468,0.597494245,0.603344321,0.568303227,0.520965874,0.590849459,0.633948267,0.953168213,0.981871128,0.776500046,0.642295539,0.548365176,0.533086717,0.065299273,0.097045176,0.104122929,0.063410625,0.039936323,0.125783414,0.077202715,0.018980905,0.094174854,0.105206616,0.125531614,0.043290444,12.47514043,9.188681613,14.57442321,16.03054601,17.82667366,8.504803912,10.45241312,1.775025606,2.737913078,4.835034456,4.679484793,8.666199467,5.09438583,5.58188847,125,0,1
5.16E-12,0.0140625,1635.422392,-1108.883545,30.2280159,25.77762413,19.1905117,11.49058056,3.760910749,-3.047973156,-8.241453171,-11.44000816,-12.59367847,-11.95940781,-10.03358936,-7.435908318,0.222004652,0.837466121,0.555591941,0.153365135,0.189183325,0.39806357,0.79136759,0.745251656,0.831476569,0.59994024,0.15656206,0.065839738,0.111442268,0.191865861,0.09043131,0.08095558,0.078267284,0.069128156,0.181661397,0.237725258,0.241477519,0.050977845,0.117665485,0.069302656,14.49060084,12.51293329,19.48891036,15.55261758,14.90366703,10.62369942,8.128708764,5.565065504,3.483687503,4.343509166,4.508096043,9.783386353,14.13052453,9.273082014,126.0480183,0,1
3.47E-12,0.008496094,1015.823329,-1113.77124,23.03375053,18.3227787,12.83517933,8.693860054,6.910737514,6.933825493,7.134919167,5.898842812,2.624257565,-1.967094779,-6.357898712,-9.215185165,0.968364894,0.924066186,0.576672435,0.305083901,0.320428431,0.427870512,0.299271405,0.232077837,0.150120527,0.061933458,0.161172017,0.388476759,0.042960718,0.072665915,0.186909869,0.222545803,0.131517649,0.039225347,0.040942222,0.030273398,0.034083214,0.036410641,0.060921535,0.056372423,14.26200785,10.87275964,16.7409094,25.55183832,15.45223159,13.32668969,13.76697125,10.29209288,5.058136832,8.108318026,9.369051345,10.06133698,9.75980583,8.559974202,126.0480183,0,1
4.62E-12,0.009472656,849.1552688,-1108.634399,30.46700668,25.87701416,19.60644531,13.13757801,7.65278101,3.657216549,0.941203296,-1.129262686,-3.162482738,-5.36855793,-7.449713707,-8.796175003,0.63907516,0.957925439,0.728277981,0.40260452,0.195292637,0.183727175,0.263549179,0.289733589,0.417122185,0.566785336,0.820103168,0.708119571,0.184019595,0.084149122,0.091432698,0.201078862,0.147449762,0.070014231,0.079397649,0.182289064,0.27232635,0.251337469,0.12320713,0.102037646,12.5189968,9.589148851,14.89254307,21.9263629,21.6675999,11.28667173,8.586175191,5.893785392,4.408733665,2.767640413,4.212947229,7.160980951,8.873942936,9.511233616,126.0480183,0,1
4.37E-12,0.011328125,955.1382982,-1107.811523,31.69662476,27.17052841,20.64496231,13.31223106,6.313931942,0.474326223,-3.81111455,-6.525527954,-7.882662773,-8.173193932,-7.675249577,-6.643765926,0.400957644,0.152233958,0.168960333,0.395892203,0.950546265,0.862197101,0.53539449,0.251134098,0.150277063,0.152675509,0.292142063,0.606163681,0.09152741,0.044379599,0.091211453,0.127595901,0.088607296,0.16238673,0.155270889,0.090585805,0.039501932,0.054566927,0.073203027,0.191000402,14.20435768,7.802337526,16.76462833,18.58130073,18.12871622,11.37344743,7.750853865,1.971871276,1.010733732,3.736667425,4.965301596,6.243879202,10.83257161,8.320159213,126.0480183,0,1
1.13E-11,0.00546875,1357.623163,-1117.368408,19.62112808,19.08354568,18.2085228,17.02622414,15.57644176,13.9064455,12.06845665,10.11704445,8.106574059,6.088895321,4.111412525,2.215637207,0.109589815,0.172746927,0.303004563,0.446503788,0.741999745,1,0.852901161,0.69249177,0.405145407,0.195616096,0.107794166,0.090944313,0.100984178,0.114312626,0.14570038,0.137608632,0.055636194,0,0.068176888,0.16392903,0.167681098,0.153750762,0.102513321,0.09050452,16.90225917,16.53354485,6.648397372,6.559427496,6.674065763,5.870404478,5.662406388,3.689067812,3.740492641,2.563963423,2.779233834,6.956099302,5.991363792,4.26096331,126.0480183,0,1
2.04E-11,0.010351563,1254.365313,-1096.572998,45.24992752,34.84231567,21.64222908,9.657646179,1.500161886,-2.370737076,-3.239802599,-3.066413164,-3.428786516,-4.919266224,-7.109016418,-8.989192009,0.176956236,0.415748596,0.750935674,1,0.769759476,0.473851442,0.150320351,0.039253846,0.032569245,0.05658086,0.112262033,0.142226323,0.093103372,0.088754281,0.057181779,0,0.137493759,0.096543804,0.068979122,0.025481235,0.011415785,0.026179381,0.039512102,0.025249157,13.14424121,15.18064117,13.91328054,19.11299601,15.61406875,10.01004142,8.371235321,7.091757228,2.323853843,2.914390947,5.965576569,9.511478344,11.28757534,9.803483377,126.0480183,0,0
2.25E-11,0.007324219,940.4006879,-1096.175659,47.25004196,40.35284042,30.78252602,20.53647232,11.24009705,3.867047071,-1.182086349,-3.889460802,-4.49919796,-3.462261915,-1.369598031,1.137409568,0.206108257,0.258696645,0.25488466,0.264949322,0.304717988,0.309312016,0.681933641,1,0.745257556,0.309190154,0.175608978,0.169728756,0.033270437,0.07252495,0.081113115,0.091273673,0.074614443,0.119161673,0.055976082,0,0.1179941,0.160215706,0.088663243,0.043619953,10.23577544,10.51459536,19.16358,15.29023108,21.83760544,5.892830195,7.162939655,3.300610245,1.144648329,3.536713307,4.890580353,5.406227529,5.014927168,5.916645749,125,0,0
1.34E-12,0.01171875,851.7469187,-1119.940186,15.50697803,13.77452374,11.55465698,9.44067955,7.709280968,6.210287571,4.533921719,2.34536624,-0.328481793,-3.044959545,-5.162223816,-6.194271564,0.134166002,0.08847104,0.101981856,0.221212432,0.548931777,1,0.688190281,0.231582791,0.105785631,0.085209593,0.064883441,0.069406934,0.06551268,0.054803286,0.068463668,0.115048558,0.126146287,0,0.102407567,0.128404334,0.069628201,0.060607415,0.049072895,0.050970297,10.02507141,10.10719783,12.77311352,19.71500849,21.53474205,7.015099155,10.88249858,2.833132371,2.942699532,1.482078381,5.822672346,6.412722912,4.614952816,5.882200348,126.0480183,0,1
1.51E-12,0.003808594,859.6851374,-1123.679443,10.8371973,10.71763992,10.52067184,10.24965954,9.909215927,9.505075455,9.043970108,8.533457756,7.981758118,7.397557259,6.789813995,6.167549133,0.537428498,0.480321467,0.519729495,0.668632329,0.825852036,0.885374069,0.863604188,0.870708585,0.92784822,0.900233448,0.742093265,0.610028744,0.108182415,0.07463447,0.054952595,0.082611471,0.113520145,0.115178823,0.072833888,0.079780214,0.132652,0.14524819,0.128947318,0.118085198,13.37445107,10.38485991,11.21874518,11.58559084,9.364804351,5.525368442,5.698596491,3.79153247,2.369710963,2.32042173,2.24226279,6.096237487,4.980001342,3.75672711,126.0480183,0,1
5.93E-12,0.011914063,1726.041485,-1113.293457,24.03801346,19.84405899,13.97965431,7.64215374,1.80384922,-3.02021265,-6.732209682,-9.429771423,-11.18532372,-11.9730196,-11.75965405,-10.64966679,0.037192442,0.060575236,0.044705573,0.043536551,0.122066118,0.437704653,1,0.671767771,0.256273866,0.154883415,0.064185187,0.034253228,0.034102935,0.038033575,0.036438759,0.043679055,0.083843336,0.13530238,0,0.157886878,0.175807878,0.100345798,0.0637592,0.035190765,13.24757865,14.91241154,17.93912004,17.13245808,11.75884232,9.129119415,7.138325531,7.5121758,5.66214341,6.265167545,8.390312176,10.51539238,12.08669495,7.240620007,126.0480183,0,1
6.79E-12,0.008300781,1696.136875,-1105.061279,35.42076874,30.50305176,23.62620163,16.29322433,9.854893684,5.12847662,2.250137806,0.787048817,0.029637575,-0.675626636,-1.687098145,-2.996694088,0.274651021,0.232852697,0.174065217,0.149395019,0.184168965,0.173995256,0.211687952,0.375501305,0.675515532,1,0.829457939,0.522307754,0.124403954,0.10761027,0.127692938,0.142174006,0.114372164,0.092281491,0.103721075,0.111607835,0.065130167,0,0.094172217,0.124168709,14.75451139,11.83713,15.60458795,14.76465753,9.45528104,5.726195584,6.367117005,8.309251956,3.183851835,3.736439316,3.589597158,6.620689501,5.54545027,5.737639761,126.0480183,0,0
1.13E-11,0.005761719,747.3453208,-1108.65332,30.07904434,24.79210472,18.36997986,13.03826332,10.03487873,9.144739151,9.084699631,8.420751572,6.412457466,3.292487621,-0.102270842,-3.012462378,0.395400047,0.350914299,0.346831262,0.420336545,0.715836704,1,0.81966418,0.648927033,0.381709397,0.212889552,0.194658682,0.25313431,0.105030864,0.105325356,0.127895638,0.119989894,0.050116625,0,0.071887061,0.167491391,0.190468118,0.19407028,0.158243954,0.12676014,16.77326978,12.23358561,15.58812298,22.17662931,19.84047058,14.92544908,19.36605338,10.28635738,3.513536837,5.831968764,9.455837434,10.16260498,8.238104363,9.910195663,126.0480183,0,1
1.52E-12,0.002734375,2181.652555,-1122.513794,12.45086098,12.22836113,11.86517239,11.37238216,10.76478767,10.06021976,9.278762817,8.441882133,7.571525574,6.689299107,5.815627098,4.969072342,0.598365307,0.618228734,0.725572705,0.860525489,0.934821308,0.923299193,0.841310024,0.818578839,0.867403805,0.819263637,0.720367789,0.64344424,0.212146342,0.156093374,0.10716451,0.066827245,0.112417854,0.127050981,0.099401221,0.049447533,0.061534837,0.086940251,0.15774174,0.217483014,12.93546919,8.460026822,8.832092858,8.708314885,7.265842284,5.796145245,5.578569193,4.473892981,2.16760821,3.182532092,4.640615409,8.162968473,5.872161655,4.143056342,126.0480183,0,1
2.79E-12,0.009375,2021.220776,-1116.362061,19.65175247,15.46726418,10.01795673,4.818655968,0.897219777,-1.527538061,-2.903201103,-3.886401653,-4.887023926,-5.886701107,-6.594908237,-6.779464722,0.549996495,1,0.760751843,0.33499375,0.12253435,0.104671285,0.075860485,0.043623183,0.03909599,0.051951241,0.130805403,0.272248179,0.115194462,0,0.138074383,0.166074768,0.098529071,0.048855931,0.042059422,0.039941151,0.02721701,0.028852575,0.044511937,0.090299577,11.03178207,13.88464661,12.39126278,16.50460437,9.849091099,6.163368056,6.184910219,6.161756324,2.552628468,3.904416308,6.824438919,9.035132327,6.413845596,5.355059492,126.0480183,0,1
7.15E-12,0.013085938,1095.094011,-1101.210693,39.1230545,29.96228981,18.50911522,8.019579887,0.271737963,-4.452584267,-6.601117134,-6.7820611,-5.683672428,-4.101912498,-2.770020962,-2.110445023,0.341515422,0.350235283,0.309695899,0.373194933,0.535202503,0.539145768,0.746952236,0.52181536,0.228858322,0.199818313,0.244023204,0.29524374,0.171298921,0.196813971,0.158178762,0.235079259,0.387385875,0.117509484,0.313889325,0.302539647,0.174265638,0.060428351,0.086620204,0.11770159,10.23497305,9.873174628,15.29134143,13.8448226,15.96129651,13.76533169,8.633767122,4.156982348,3.001104683,5.792903939,3.639317557,3.151134013,9.069322241,10.10062981,126.0480183,0,0
2.03E-11,0.0109375,801.0854839,-1090.969604,52.25146484,39.58269501,23.89343643,10.01846981,0.523700416,-4.837536812,-7.895051479,-10.28280449,-12.42130184,-13.71143532,-13.44045258,-11.56576061,0.618048608,0.296111971,0.179729804,0.176358223,0.244733766,0.426326454,0.921867728,0.707978904,0.259711206,0.212141901,0.435227871,0.707892358,0.259949654,0.215737462,0.165595442,0.145888135,0.176736668,0.172969609,0.087837465,0.185300469,0.224522844,0.128032818,0.100206412,0.196070418,11.48468673,6.967465467,15.44843543,18.1121796,19.1487577,14.46732947,8.687544404,3.730110601,1.797978595,3.035854245,2.551608665,3.444602146,10.33965221,9.81907898,126.0480183,0,0
4.47E-11,0.011425781,1125.940902,-1077.368408,64.39881897,37.41156769,13.92151356,5.70085144,9.604322433,14.09438133,11.5720892,3.460627079,-4.804822445,-10.45886517,-13.85861397,-14.55276203,0.222577021,0.541314483,0.620436311,0.301775694,0.212397382,0.273123085,0.400590479,0.650051892,1,0.73504144,0.475948483,0.238359064,0.126525059,0.158902109,0.156123623,0.141499519,0.119269058,0.096403196,0.102759413,0.048566792,0,0.064156249,0.108802721,0.109306745,7.125614566,11.12057935,15.0269254,21.04199972,24.62692228,10.04728149,7.634575832,1.584342275,2.253497157,4.855789987,4.9361055,5.286997149,7.679692788,6.470980454,125,0,0
2.02E-11,0.009472656,1149.417434,-1099.774292,42.83358002,37.63691711,30.05332375,21.36960983,12.85795593,5.490449429,-0.201970965,-4.106796265,-6.392989159,-7.346552849,-7.257293701,-6.389811993,0.135299727,0.281788021,0.736393571,1,0.87276727,0.312540591,0.126294628,0.111299492,0.094999313,0.080765545,0.082438156,0.093091838,0.100260146,0.167307004,0.076400466,0,0.058831025,0.164284587,0.110050209,0.084823623,0.064658023,0.053543735,0.057276763,0.067528322,9.109301357,10.16056039,14.40219959,15.54092722,11.1747849,6.041441929,6.603566221,3.903172125,2.774076953,3.218863575,6.144633224,8.160825114,5.808732844,5.22078802,125,0,0
4.24E-12,0.010058594,852.8398484,-1109.671387,29.45337486,25.99147606,20.95310402,15.2143507,9.654449463,4.973975182,1.593954921,-0.366352618,-1.0573107,-0.831220627,-0.143235058,0.575098217,0.190571606,0.145404503,0.141635686,0.210418671,0.407287985,0.734984934,0.478963703,0.498483092,0.997401118,0.766438365,0.29951176,0.200558826,0.118103899,0.089150876,0.077654026,0.086875334,0.105817586,0.064505585,0.051169239,0.091025688,0.005197668,0.156641528,0.179929018,0.131504387,11.55017491,11.10385541,18.4610246,14.71763322,17.50641903,7.333162518,5.628574342,3.822043933,4.563036141,5.930635715,3.308251801,7.454414753,7.704677217,3.643967515,126.0480183,0,0
1.65E-12,0.0171875,1344.975935,-1113.610596,23.13677979,17.89410019,11.12636757,4.76452446,0.100102566,-2.568983555,-3.687199354,-3.853806734,-3.355036259,-2.131575108,-0.143086046,2.217393398,0.532668591,1,0.376461297,0.092388287,0.186272189,0.422375828,0.225946188,0.182652995,0.236302018,0.199935943,0.130512863,0.145346135,0.129005909,0,0.091515794,0.048712421,0.061658047,0.106867313,0.104518108,0.06317433,0.050499726,0.049031697,0.073005363,0.086680412,12.43530198,8.519946951,13.42510688,16.66202614,12.90583915,7.811550945,6.478825109,8.127531753,1.796605423,4.035370948,4.519982187,7.778423515,8.340442215,5.477978143,126.0480183,0,0
5.42E-12,0.01171875,1543.998342,-1105.418091,34.75640106,29.35436058,21.67695999,13.30010033,5.749916077,0.107173681,-3.216247082,-4.474266052,-4.383971691,-3.815555096,-3.491404772,-3.79136014,0.163296029,0.235324115,0.347344935,0.57555908,0.830325961,0.733212948,0.53292346,0.358345568,0.290501833,0.216604859,0.190678284,0.162803724,0.096678287,0.170947865,0.217421383,0.087369457,0.277161568,0.171135932,0.342321575,0.286406696,0.183379993,0.108299322,0.071790658,0.076813847,11.78838087,8.197201217,14.08542756,14.75644391,16.12083704,9.242465381,8.443568539,3.987001026,3.485685247,3.598363437,3.043186597,8.357613227,11.53475625,9.911670637,126.0480183,0,1
4.70E-12,0.009765625,1762.205682,-1104.867798,34.45111847,26.93818283,18.5328331,12.34846497,9.152933121,7.44984293,5.171637535,1.457229972,-2.821812868,-5.940313339,-6.70710516,-5.298888683,0.227691725,0.249893516,0.304381102,0.404289633,0.540239632,0.443445295,0.52142036,0.672297835,0.932019591,0.9871189,0.529376209,0.299916089,0.132658273,0.108546995,0.078961007,0.079696193,0.106780261,0.115939692,0.108703256,0.100564525,0.069787152,0.016373191,0.086759374,0.134340167,16.21930921,11.1890246,12.61656087,17.51162683,14.55447762,5.25171777,6.708919895,2.535680691,2.482513807,0.87041424,2.88635915,4.570661743,3.455141503,5.35130343,125,0,1
3.15E-12,0.009765625,1169.824145,-1112.204102,25.84413147,22.31019783,17.18829918,11.41321087,5.93033123,1.473267317,-1.576517224,-3.213932753,-3.724641323,-3.531430483,-3.032509089,-2.487484455,0.184511691,0.236229658,0.268079609,0.517791212,0.991638482,0.851650834,0.352279127,0.160668299,0.13135235,0.09892232,0.117400445,0.17684339,0.086960517,0.084515147,0.114640862,0.113619328,0.016723013,0.120331556,0.148531377,0.062188841,0.050608218,0.038445819,0.047347941,0.04474346,11.82999964,12.76780523,13.47919544,20.70098453,14.07978165,10.8829237,7.988996783,4.482282799,4.102163124,4.658290069,5.4376962,8.768562039,12.2559773,8.869240363,126.0480183,0,1
1.61E-11,0.007421875,1766.939547,-1094.11145,46.09941864,31.22313881,18.07496643,12.63855648,12.65410042,11.82815933,6.90093708,-0.082682587,-5.474886894,-8.144389153,-9.233492851,-9.140254974,0.142179772,0.223092556,0.451877505,0.324360311,0.383740127,0.511310101,0.811742008,1,0.860657513,0.691977859,0.303118557,0.128697187,0.048830707,0.077768981,0.093133077,0.055731382,0.059244495,0.090675369,0.057147082,0,0.03407234,0.05746929,0.054818083,0.062140539,12.80488923,10.66588226,15.23309977,18.18091189,23.62021404,7.070432422,6.588263569,2.455577331,3.076574919,3.733740396,6.680315122,7.551245393,7.259802875,5.372177921,125,0,0
6.13E-12,0.00546875,1902.723897,-1117.835083,18.95653152,18.40716553,17.51917458,16.33145714,14.89376259,13.262743,11.49782467,9.657383919,7.795536995,5.959939003,4.190448284,2.51878643,0.105294324,0.159400567,0.283829629,0.43512255,0.753244758,1,0.859247088,0.709604263,0.416510344,0.214164332,0.126215428,0.098159626,0.081726819,0.090583965,0.116941847,0.108886607,0.041241225,0,0.084178582,0.184290737,0.186383158,0.170240894,0.108804569,0.081805699,14.8539836,15.51905874,6.603615826,5.876613449,7.637909008,5.081090128,5.790493097,3.617189081,4.708708838,3.604549934,4.148974227,9.241414662,4.426644236,4.58184054,126.0480183,0,1
2.64E-11,0.00546875,1350.764645,-1110.050537,29.3964901,27.26927567,24.14840698,20.55894279,17.04362869,14.03431892,11.75743008,10.19781113,9.128684044,8.197481155,7.041826725,5.402746677,0.09939301,0.171462685,0.306181252,0.451288134,0.7530545,1,0.832230747,0.661854625,0.370660067,0.169601917,0.087559484,0.0747898,0.088017017,0.107315555,0.141594693,0.1319056,0.052293602,0,0.064253606,0.147961274,0.14627625,0.130460203,0.082907349,0.074024267,16.53591145,15.96677632,12.52601112,7.130669546,6.777216093,5.623121151,5.802300838,4.373553089,4.20742977,6.824217295,2.442212179,6.365808917,5.481982155,4.594081368,126.0480183,0,0
5.40E-12,0.010351563,1811.754933,-1106.417358,33.6328392,29.18470383,23.23309708,17.18379211,11.96137619,7.805268764,4.498298645,1.767596841,-0.467251956,-2.134429216,-3.210222721,-3.837997437,0.626540244,0.761942983,0.769611299,0.864927471,0.866616428,0.539639235,0.286061138,0.185748264,0.15734309,0.169277683,0.215007573,0.337597311,0.213946134,0.263343394,0.246457919,0.148766965,0.115075275,0.178968713,0.164493263,0.105862767,0.051821459,0.056545567,0.100675836,0.114695773,10.06671862,9.922002306,12.26264987,13.11685361,12.10365363,6.183987626,5.949096858,3.135227778,3.442884391,4.01873158,2.381109031,5.873278998,5.601233525,3.959394597,125,0,1
5.94E-11,0.012988281,812.4605898,-1069.789917,73.54660797,42.77720261,15.24425793,4.171706676,6.739923954,11.13061237,9.450376511,2.790772676,-3.975638151,-8.681789398,-11.96185875,-13.27427483,0.311725914,0.582579494,0.837626636,0.564443707,0.381178558,0.350167781,0.477182627,0.616829991,0.951742947,0.942556202,0.631673872,0.415902525,0.18377158,0.144307375,0.128959656,0.143127918,0.215871826,0.223303765,0.224755451,0.170538664,0.093710825,0.073243655,0.09380874,0.156283274,10.0442965,9.064057,9.109480031,20.13316342,29.02279647,13.49174314,14.72581808,3.660632853,2.696897033,3.97647266,4.76007541,5.287373412,4.053201086,2.375166247,125,0,0
2.56E-12,0.017382813,1253.083298,-1112.61792,24.78143883,19.93527794,12.98042488,5.244660854,-1.968348742,-7.658277035,-11.26089954,-12.64369297,-12.02735043,-9.895376205,-6.912538052,-3.830538988,0.39037025,0.898564637,0.578691125,0.185637683,0.126144618,0.299044877,0.260034978,0.281351388,0.416406453,0.421171665,0.278519809,0.250051081,0.071666971,0.202870816,0.16437991,0.083812036,0.056752164,0.074588552,0.084592991,0.260701895,0.403114021,0.311000854,0.127865076,0.054132741,11.12345698,7.38821194,14.52080254,16.7877276,13.56337905,5.631259576,6.242827703,6.252849546,2.093675376,3.051117263,5.662969453,7.464799458,4.934335981,5.295012763,126.0480183,0,0
3.05E-12,0.00625,1268.549857,-1115.910889,21.34170532,19.83154678,17.49087334,14.56123829,11.33813286,8.13500309,5.245511532,2.908866644,1.282586217,0.426089674,0.297036171,0.760702848,0.180044904,0.153012663,0.247336954,0.362441003,0.630448163,0.891381383,0.785831749,0.654800296,0.428705037,0.466357768,0.983428359,0.700615585,0.100378282,0.072726488,0.080158517,0.066273443,0.041823715,0.101631373,0.045912344,0.106668979,0.136551499,0.179344162,0.033143185,0.058362462,16.69122065,12.59560119,20.4224962,11.25320115,18.4841498,11.60236771,5.742699587,8.050859496,3.951524275,6.742232559,5.085127994,10.07229989,10.93480391,4.10161194,126.0480183,0,1
2.95E-11,0.009277344,1178.409726,-1094.701172,49.03871155,41.31855011,30.63269043,19.38694382,9.637918472,2.529359102,-1.820576429,-4.024224758,-4.94265461,-5.273504734,-5.365454197,-5.265529633,0.11115887,0.269974172,0.603560627,1,0.812936008,0.280027062,0.110935248,0.128830418,0.127586648,0.078502335,0.053402949,0.064399794,0.081397995,0.166909024,0.124621093,0,0.051417757,0.070424087,0.063207731,0.087345421,0.080744818,0.041142315,0.029981507,0.045470629,11.83669581,11.17594591,16.38171812,14.76980588,13.14660421,7.901489856,8.15282846,4.240944154,3.081319278,6.079764009,6.124762251,7.726923682,6.345986455,4.266661981,125,0,0
8.44E-12,0.012402344,999.5895717,-1110.44519,28.07728577,23.81728745,17.60630226,10.55064964,3.808199406,-1.673178911,-5.348897457,-7.155455589,-7.458642006,-6.89433527,-6.152253151,-5.76629734,0.021026418,0.026115617,0.085157529,0.310185015,0.906575024,0.925619125,0.582322896,0.497375667,0.245037749,0.050597917,0.017773654,0.02114887,0.007797654,0.015322295,0.04779486,0.092398196,0.148385555,0.094027169,0.259480536,0.316018313,0.131727725,0.020675411,0.005731003,0.005524168,9.976237778,14.43102448,21.44524573,17.52643694,20.71234807,10.23170011,7.949357806,3.415862098,2.826359949,3.967881126,2.789707936,8.72531572,10.51812832,8.766923832,126.0480183,0,0
