energy,zcr,spec_cent,mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,chroma_mean_0,chroma_mean_1,chroma_mean_2,chroma_mean_3,chroma_mean_4,chroma_mean_5,chroma_mean_6,chroma_mean_7,chroma_mean_8,chroma_mean_9,chroma_mean_10,chroma_mean_11,chroma_std_0,chroma_std_1,chroma_std_2,chroma_std_3,chroma_std_4,chroma_std_5,chroma_std_6,chroma_std_7,chroma_std_8,chroma_std_9,chroma_std_10,chroma_std_11,contrast_mean_0,contrast_mean_1,contrast_mean_2,contrast_mean_3,contrast_mean_4,contrast_mean_5,contrast_mean_6,contrast_std_0,contrast_std_1,contrast_std_2,contrast_std_3,contrast_std_4,contrast_std_5,contrast_std_6,tempo_mean,tempo_std,label
1.03E-12,0.015136719,652.6605348,-1120.192871,14.93085003,12.45071125,8.787200928,4.531935215,0.323173612,-3.274961472,-5.862094879,-7.248724937,-7.462141514,-6.717923641,-5.363977909,-3.803242922,0.137036771,0.174661711,0.211247534,0.309155494,0.581584811,0.266979367,0.07889235,0.138794035,0.487911165,1,0.668700576,0.181537643,0.055425178,0.089190379,0.124691382,0.122955732,0.053507183,0.07198786,0.065289252,0.101025715,0.12347199,0,0.094531,0.112420231,10.36932885,8.276695427,16.07413068,19.23178969,29.30840067,11.90753384,11.36740659,5.765082923,1.885669986,5.369438502,2.810663945,3.601859555,5.59808773,4.428595464,125,0,1
1.38E-11,0.009082031,1488.792477,-1097.658447,42.96997833,31.99049377,21.27939224,15.10661793,12.63293362,10.17076874,5.435444832,-0.735431135,-6.147715569,-9.578244209,-10.98914051,-10.32472992,0.329256922,0.504690945,0.666378617,0.737997651,0.685839355,0.676828086,0.890309513,0.896551788,0.794621825,0.482321918,0.27145344,0.238555461,0.177666634,0.259107083,0.188112751,0.144992903,0.136205137,0.152498692,0.083779953,0.115701593,0.207935214,0.173244715,0.154333442,0.053239245,14.35900602,7.269347665,16.988222,18.14543314,23.80172846,9.11064043,6.814821564,6.284141582,1.836266664,5.162035925,3.822068525,10.12624574,7.380049627,3.382916365,125,0,0
5.95E-12,0.007324219,1160.31399,-1115.244385,22.30263138,20.89377213,18.85320473,16.53807449,14.28541565,12.33101845,10.7753849,9.596526146,8.690619469,7.916625977,7.130124569,6.205925941,0.30884394,0.334604591,0.421491623,0.530506253,0.731045902,0.99909842,0.868071079,0.687261522,0.472814798,0.306071281,0.260930717,0.273736984,0.15731205,0.154639035,0.173495814,0.178302467,0.089583404,0.001803136,0.071230076,0.152194381,0.133952245,0.124190971,0.100792766,0.12862204,9.544520741,11.71604573,9.279391483,14.63123915,14.5209273,19.4614338,16.38828327,3.607186648,2.370856814,2.446329391,3.429348883,3.126088361,6.50171016,7.604447677,126.0480183,0,0
5.04E-13,0.00546875,1060.724188,-1125.220581,8.64783287,8.49924469,8.254601479,7.918340206,7.496528625,6.996758938,6.427964687,5.800235748,5.124599934,4.412809372,3.677075624,2.929820538,0.163828462,0.205537841,0.319356769,0.461651653,0.729447961,0.97497952,0.876244843,0.764866471,0.551593661,0.385762274,0.244803071,0.173114076,0.055864245,0.064006984,0.084790438,0.084238537,0.050328888,0.050041009,0.066506594,0.193338707,0.179640695,0.148225039,0.088799231,0.061587013,14.82855207,15.30604346,12.04102146,11.21022875,8.365749916,5.502687984,5.666296856,6.226832598,1.526875533,2.709060083,0.514433014,5.659067292,4.827226737,3.699442059,126.0480183,0,0
8.34E-12,0.010058594,1564.269744,-1099.212402,41.14727783,30.74395752,19.89422607,12.85560894,9.88402462,8.329835892,5.736765862,1.775594473,-2.27320838,-5.124790668,-6.310939789,-5.953856468,0.304601878,0.560778081,0.863715768,0.972994804,0.757202566,0.508623302,0.446360976,0.419092029,0.435883909,0.440908909,0.298713505,0.251414716,0.124115221,0.154908836,0.0878314,0.054010294,0.221505925,0.209951535,0.164626509,0.146226287,0.122553937,0.136867896,0.116313525,0.098499805,13.07885986,7.824323522,12.20104899,17.64440663,21.21409828,6.357177453,6.439593658,2.835838551,2.039603793,3.014438747,3.62060854,5.887865402,5.880872766,5.032191333,125,0,1
1.82E-11,0.016113281,1386.388142,-1089.613281,51.52699661,34.24554443,18.31933212,11.09123707,11.04042053,11.28304577,6.997504234,-0.877196312,-8.135656357,-11.79904366,-11.64473915,-8.608925819,0.263226449,0.577433646,0.506672978,0.239067823,0.200702235,0.33892566,0.6109249,0.861241162,0.993713856,0.665049791,0.447309971,0.258192241,0.119691856,0.085937612,0.129676878,0.126790971,0.136294484,0.160877481,0.174875036,0.113731489,0.012572218,0.061083961,0.109575056,0.13339442,12.60568737,11.27986698,13.2871324,18.23288466,23.80176286,9.922743613,7.231329077,1.687437059,4.511943502,2.485455806,5.420793088,8.351217553,7.538298652,5.215471577,125,0,0
1.27E-11,0.006835938,378.9860541,-1110.259155,28.62083817,25.54119492,22.00117111,19.1126461,17.05675697,15.2312746,12.86725903,9.527604103,5.272547722,0.649790466,-3.406573057,-5.918015957,0.112058878,0.157670289,0.250216305,0.38351953,0.628067732,1,0.886088669,0.60909164,0.357842833,0.166818768,0.090130344,0.075703636,0.086550854,0.099136099,0.129922986,0.153937787,0.112831339,0,0.020911621,0.108552165,0.11995618,0.116796456,0.085001841,0.071938895,17.94004395,10.33542771,16.94081365,23.94429927,25.17837885,7.566182211,13.17711602,4.312894374,3.844730947,1.421879835,7.959432152,8.379971934,2.146363416,4.370973886,126.0480183,0,0
3.34E-12,0.009179688,1397.077328,-1112.163818,26.20411682,23.49007797,19.46558762,14.74480247,9.962083817,5.631821632,2.057471037,-0.68804729,-2.712794542,-4.211649895,-5.364934921,-6.266053677,0.163087815,0.294590384,0.391135663,0.356782347,0.251324505,0.296015203,0.593843579,1,0.764582813,0.465694189,0.220664859,0.138485566,0.155273035,0.197091445,0.154655769,0.149759233,0.168960884,0.154399082,0.114273243,0,0.125572264,0.165841103,0.134926975,0.12722066,13.03594444,13.31795336,18.82103016,17.16786703,12.8341083,5.861329541,6.315179118,6.300301777,4.997243869,2.384281413,4.711560632,6.770294144,4.986706239,5.516183869,126.0480183,0,0
4.92E-12,0.012988281,640.1058361,-1104.872559,34.97757721,28.25747108,19.26183319,10.25756073,2.973539352,-1.826711893,-4.256136894,-4.931943417,-4.623551369,-4.053183556,-3.778984785,-4.055202007,0.238047004,0.196014851,0.206114575,0.245377183,0.274914593,0.494639695,0.999806106,0.829572022,0.491306782,0.584694326,0.413814634,0.258694947,0.052175056,0.075625181,0.139916644,0.161148861,0.161443621,0.182464644,0.000387716,0.122037888,0.215359807,0.066623941,0.055782437,0.060023688,19.6537438,12.61108197,15.25180505,22.27888294,21.79328795,13.71440751,8.077944713,4.458830241,5.197522702,3.076447535,6.417874859,5.970303749,10.47329566,8.719190004,126.0480183,0,1
5.95E-13,0.022265625,1599.0627,-1126.767578,5.609076023,3.219336271,0.131754175,-2.728151798,-4.625382423,-5.169436455,-4.308403969,-2.279818058,0.407311738,3.007726431,4.695828915,4.857363701,0.014533343,0.02216289,0.0336987,0.051080704,0.312020361,1,0.358466566,0.036633763,0.016626699,0.013302433,0.013816306,0.016731471,0.010846664,0.011984761,0.011819908,0.029458154,0.087251388,0,0.087377563,0.02285067,0.010436783,0.010503182,0.010261893,0.009955984,11.00464024,9.029876187,16.85811966,18.28689833,21.04602068,7.932216845,6.948073174,6.257179003,3.639641966,4.69891785,2.728922566,5.405107506,6.131364575,6.228154396,126.0480183,0,0
3.00E-12,0.009765625,1280.761181,-1112.064087,26.1209774,22.77733231,17.84070396,12.11182785,6.447226524,1.580859423,-2.010623693,-4.168599129,-5.030492306,-4.939819813,-4.319974422,-3.550617933,0.204061955,0.161658332,0.163769647,0.193470314,0.226359174,0.508033276,1,0.667009354,0.227018312,0.170509189,0.174521029,0.205364034,0.053257585,0.076090001,0.103416286,0.119006291,0.140311927,0.15223676,0,0.077639326,0.099843934,0.067820109,0.054544613,0.042180251,15.38426371,12.41681906,14.71362115,16.35428489,14.64477809,9.144028935,7.622747721,7.564112199,3.552011336,4.459511747,5.775073444,10.54670401,11.53230046,8.26659718,126.0480183,0,1
3.85E-11,0.015332031,1143.68848,-1078.346313,65.88252258,44.52127838,23.55457306,11.89708233,9.071777344,8.615938187,5.51092577,-0.171255112,-5.539968491,-8.680044174,-9.469296455,-7.964176178,0.375499308,0.416360855,0.623772144,0.613227785,0.607315361,0.52449435,0.552919745,0.609859586,0.661019206,0.744591415,0.602127969,0.453831494,0.178165406,0.155734524,0.233146772,0.155296385,0.317511529,0.336059928,0.184722692,0.036029559,0.193943396,0.289544135,0.167141289,0.113564275,11.90264718,7.814681044,9.962061264,20.66080943,21.53227149,7.78393355,6.49757536,4.888600263,1.027700411,2.68851307,4.917925082,5.897040754,3.497930135,2.650535634,125,0,0
3.69E-13,0.002734375,1126.670275,-1127.161377,5.939828873,5.900017262,5.834067822,5.742585182,5.626394272,5.486545563,5.324289799,5.141062737,4.938460827,4.718237877,4.482261658,4.232496262,0.506504297,0.490276098,0.563495576,0.719040692,0.879559696,0.933327317,0.874645352,0.826657891,0.807645142,0.756463528,0.634618938,0.543830395,0.122171201,0.092785224,0.084204882,0.100636303,0.131753951,0.133345336,0.07310003,0.063708544,0.116892166,0.141479433,0.133492261,0.131562024,11.46876185,13.10940234,9.876989207,10.32831518,6.954605612,5.397177594,5.868456678,3.045283074,3.354275017,3.280628045,2.126456429,6.167351527,5.022096583,4.167425296,126.0480183,0,1
1.85E-12,0.01171875,925.286076,-1115.055298,22.02075195,19.27405357,15.75349617,12.24612141,9.038366318,6.071247578,3.311830521,0.888019741,-1.091399074,-2.708184719,-4.126322746,-5.334600925,0.583381772,0.589924574,0.46833533,0.410078049,0.370380104,0.386451572,0.469995737,0.587667406,0.974814057,0.853901505,0.553804696,0.514343143,0.276038766,0.219997689,0.092849784,0.085747868,0.103733644,0.107274473,0.107850805,0.130999178,0.050371934,0.140831709,0.270780474,0.282058746,9.641883691,7.866422479,13.64919949,16.92915705,24.6516915,10.08223691,11.32024623,4.18183393,3.19214518,5.121311201,4.464544415,5.424634079,7.409162133,6.154238011,125,0,1
2.50E-11,0.010351563,1168.411239,-1086.161499,55.72668457,36.78437042,19.16122055,11.19949341,11.94342899,14.40108776,13.04149914,7.783959389,1.864656091,-2.363080978,-4.802520275,-5.964410305,0.296688646,0.351774275,0.491080433,0.476536363,0.44479686,0.412273079,0.622465491,0.760416627,0.914109886,0.989740968,0.572473228,0.349229366,0.150608882,0.163708016,0.146177322,0.076327629,0.06534148,0.075262949,0.122049294,0.138141915,0.086043894,0.013225741,0.168900803,0.194119647,14.51659854,9.584105986,14.34867885,17.3697007,26.21271644,9.173661385,5.789839837,7.015860667,1.340412484,6.518000539,2.876591334,9.031752922,6.00505581,2.694544692,125,0,0
